"alias","index","complete_gene_name","gene_symbol"
"PMGYCHA",4180,"phosphatidylinositol 4-kinase alpha","PI4KA"
"pi4K230",4180,"phosphatidylinositol 4-kinase alpha","PI4KA"
"PI4KA",4180,"phosphatidylinositol 4-kinase alpha","PI4KA"
"PMM 1",4249,"phosphomannomutase 1","PMM1"
"PMMH-22",4249,"phosphomannomutase 1","PMM1"
"Sec53",4249,"phosphomannomutase 1","PMM1"
"PMM1",4249,"phosphomannomutase 1","PMM1"
"HRBP14.4",4285,"RNA polymerase II, I and III subunit F","POLR2F"
"POLRF",4285,"RNA polymerase II, I and III subunit F","POLR2F"
"RPABC14.4",4285,"RNA polymerase II, I and III subunit F","POLR2F"
"RPABC2",4285,"RNA polymerase II, I and III subunit F","POLR2F"
"RPB14.4",4285,"RNA polymerase II, I and III subunit F","POLR2F"
"RPB6",4285,"RNA polymerase II, I and III subunit F","POLR2F"
"RPC15",4285,"RNA polymerase II, I and III subunit F","POLR2F"
"POLR2F",4285,"RNA polymerase II, I and III subunit F","POLR2F"
"BOB1",4299,"POU class 2 homeobox associating factor 1","POU2AF1"
"OBF-1",4299,"POU class 2 homeobox associating factor 1","POU2AF1"
"OBF1",4299,"POU class 2 homeobox associating factor 1","POU2AF1"
"OCAB",4299,"POU class 2 homeobox associating factor 1","POU2AF1"
"POU2AF1",4299,"POU class 2 homeobox associating factor 1","POU2AF1"
"OCT1",4300,"POU class 2 homeobox 1","POU2F1"
"OTF1",4300,"POU class 2 homeobox 1","POU2F1"
"Oct1Z",4300,"POU class 2 homeobox 1","POU2F1"
"oct-1B",4300,"POU class 2 homeobox 1","POU2F1"
"POU2F1",4300,"POU class 2 homeobox 1","POU2F1"
"OCT2",4301,"POU class 2 homeobox 2","POU2F2"
"OTF2",4301,"POU class 2 homeobox 2","POU2F2"
"Oct-2",4301,"POU class 2 homeobox 2","POU2F2"
"POU2F2",4301,"POU class 2 homeobox 2","POU2F2"
"NR1C1",4313,"peroxisome proliferator activated receptor alpha","PPARA"
"PPAR",4313,"peroxisome proliferator activated receptor alpha","PPARA"
"PPAR-alpha",4313,"peroxisome proliferator activated receptor alpha","PPARA"
"PPARalpha",4313,"peroxisome proliferator activated receptor alpha","PPARA"
"hPPAR",4313,"peroxisome proliferator activated receptor alpha","PPARA"
"PPARA",4313,"peroxisome proliferator activated receptor alpha","PPARA"
"ERK",4422,"mitogen-activated protein kinase 1","MAPK1"
"ERK-2",4422,"mitogen-activated protein kinase 1","MAPK1"
"ERK2",4422,"mitogen-activated protein kinase 1","MAPK1"
"ERT1",4422,"mitogen-activated protein kinase 1","MAPK1"
"MAPK2",4422,"mitogen-activated protein kinase 1","MAPK1"
"NS13",4422,"mitogen-activated protein kinase 1","MAPK1"
"P42MAPK",4422,"mitogen-activated protein kinase 1","MAPK1"
"PRKM1",4422,"mitogen-activated protein kinase 1","MAPK1"
"PRKM2",4422,"mitogen-activated protein kinase 1","MAPK1"
"p38",4422,"mitogen-activated protein kinase 1","MAPK1"
"p40",4422,"mitogen-activated protein kinase 1","MAPK1"
"p41",4422,"mitogen-activated protein kinase 1","MAPK1"
"p41mapk",4422,"mitogen-activated protein kinase 1","MAPK1"
"p42-MAPK",4422,"mitogen-activated protein kinase 1","MAPK1"
"MAPK1",4422,"mitogen-activated protein kinase 1","MAPK1"
"P38B",4428,"mitogen-activated protein kinase 11","MAPK11"
"P38BETA2",4428,"mitogen-activated protein kinase 11","MAPK11"
"PRKM11",4428,"mitogen-activated protein kinase 11","MAPK11"
"SAPK2",4428,"mitogen-activated protein kinase 11","MAPK11"
"SAPK2B",4428,"mitogen-activated protein kinase 11","MAPK11"
"p38-2",4428,"mitogen-activated protein kinase 11","MAPK11"
"p38Beta",4428,"mitogen-activated protein kinase 11","MAPK11"
"MAPK11",4428,"mitogen-activated protein kinase 11","MAPK11"
"JNK3",4430,"mitogen-activated protein kinase 10","MAPK10"
"JNK3A",4430,"mitogen-activated protein kinase 10","MAPK10"
"PRKM10",4430,"mitogen-activated protein kinase 10","MAPK10"
"SAPK1b",4430,"mitogen-activated protein kinase 10","MAPK10"
"p493F12",4430,"mitogen-activated protein kinase 10","MAPK10"
"p54bSAPK",4430,"mitogen-activated protein kinase 10","MAPK10"
"MAPK10",4430,"mitogen-activated protein kinase 10","MAPK10"
"MAPK 13",4431,"mitogen-activated protein kinase 13","MAPK13"
"MAPK-13",4431,"mitogen-activated protein kinase 13","MAPK13"
"PRKM13",4431,"mitogen-activated protein kinase 13","MAPK13"
"SAPK4",4431,"mitogen-activated protein kinase 13","MAPK13"
"p38delta",4431,"mitogen-activated protein kinase 13","MAPK13"
"MAPK13",4431,"mitogen-activated protein kinase 13","MAPK13"
"HSPOX2",4451,"proline dehydrogenase 1","PRODH"
"PIG6",4451,"proline dehydrogenase 1","PRODH"
"POX",4451,"proline dehydrogenase 1","PRODH"
"PRODH1",4451,"proline dehydrogenase 1","PRODH"
"PRODH2",4451,"proline dehydrogenase 1","PRODH"
"TP53I6",4451,"proline dehydrogenase 1","PRODH"
"PRODH",4451,"proline dehydrogenase 1","PRODH"
"D22S749",4604,"parvalbumin","PVALB"
"PVALB",4604,"parvalbumin","PVALB"
"EN-7",4645,"Rac family small GTPase 2","RAC2"
"Gx",4645,"Rac family small GTPase 2","RAC2"
"HSPC022",4645,"Rac family small GTPase 2","RAC2"
"IMD73A",4645,"Rac family small GTPase 2","RAC2"
"IMD73B",4645,"Rac family small GTPase 2","RAC2"
"IMD73C",4645,"Rac family small GTPase 2","RAC2"
"p21-Rac2",4645,"Rac family small GTPase 2","RAC2"
"RAC2",4645,"Rac family small GTPase 2","RAC2"
"HTF9A",4665,"RAN binding protein 1","RANBP1"
"RANBP1",4665,"RAN binding protein 1","RANBP1"
"Fug1",4667,"Ran GTPase activating protein 1","RANGAP1"
"RANGAP",4667,"Ran GTPase activating protein 1","RANGAP1"
"SD",4667,"Ran GTPase activating protein 1","RANGAP1"
"RANGAP1",4667,"Ran GTPase activating protein 1","RANGAP1"
"RNF78",4740,"ret finger protein like 1","RFPL1"
"RFPL1",4740,"ret finger protein like 1","RFPL1"
"RNU2",4803,"RNA, U2 small nuclear 1","RNU2-1"
"U2",4803,"RNA, U2 small nuclear 1","RNU2-1"
"RNU2-1",4803,"RNA, U2 small nuclear 1","RNU2-1"
"RNU13P1",4812,"small nucleolar RNA, C/D box 13 pseudogene 1","SNORD13P1"
"U13",4812,"small nucleolar RNA, C/D box 13 pseudogene 1","SNORD13P1"
"U13.32A",4812,"small nucleolar RNA, C/D box 13 pseudogene 1","SNORD13P1"
"SNORD13P1",4812,"small nucleolar RNA, C/D box 13 pseudogene 1","SNORD13P1"
"ASC-1",4846,"ribosomal protein L3","RPL3"
"L3",4846,"ribosomal protein L3","RPL3"
"TARBP-B",4846,"ribosomal protein L3","RPL3"
"RPL3",4846,"ribosomal protein L3","RPL3"
"CMD2D",4847,"ribosomal protein L3 like","RPL3L"
"RPL3L",4847,"ribosomal protein L3 like","RPL3L"
"L30",4874,"ribosomal protein L30","RPL30"
"RPL30",4874,"ribosomal protein L30","RPL30"
"L31",4878,"ribosomal protein L31","RPL31"
"RPL31",4878,"ribosomal protein L31","RPL31"
"L32",4879,"ribosomal protein L32","RPL32"
"PP9932",4879,"ribosomal protein L32","RPL32"
"RPL32",4879,"ribosomal protein L32","RPL32"
"RPL32-L",4880,"ribosomal protein L32 pseudogene 1","RPL32P1"
"RPL32P",4880,"ribosomal protein L32 pseudogene 1","RPL32P1"
"RPL32_6_681",4880,"ribosomal protein L32 pseudogene 1","RPL32P1"
"RPL32P1",4880,"ribosomal protein L32 pseudogene 1","RPL32P1"
"L34",4881,"ribosomal protein L34","RPL34"
"RPL34",4881,"ribosomal protein L34","RPL34"
"DBA5",4882,"ribosomal protein L35a","RPL35A"
"L35A",4882,"ribosomal protein L35a","RPL35A"
"eL33",4882,"ribosomal protein L35a","RPL35A"
"RPL35A",4882,"ribosomal protein L35a","RPL35A"
"RPL36A",4883,"ribosomal protein L36a like","RPL36AL"
"RPL36AL",4883,"ribosomal protein L36a like","RPL36AL"
"L37",4884,"ribosomal protein L37","RPL37"
"RPL37",4884,"ribosomal protein L37","RPL37"
"L37A",4885,"ribosomal protein L37a","RPL37A"
"RPL37A",4885,"ribosomal protein L37a","RPL37A"
"L38",4886,"ribosomal protein L38","RPL38"
"RPL38",4886,"ribosomal protein L38","RPL38"
"L39",4887,"ribosomal protein L39","RPL39"
"RPL39P42",4887,"ribosomal protein L39","RPL39"
"RPL39_23_1806",4887,"ribosomal protein L39","RPL39"
"RPL39",4887,"ribosomal protein L39","RPL39"
"L36A",4890,"ribosomal protein L36a","RPL36A"
"L44L",4890,"ribosomal protein L36a","RPL36A"
"MIG6",4890,"ribosomal protein L36a","RPL36A"
"RPL44",4890,"ribosomal protein L36a","RPL36A"
"RPL36A",4890,"ribosomal protein L36a","RPL36A"
"ERK-6",4988,"mitogen-activated protein kinase 12","MAPK12"
"ERK3",4988,"mitogen-activated protein kinase 12","MAPK12"
"ERK6",4988,"mitogen-activated protein kinase 12","MAPK12"
"MAPK 12",4988,"mitogen-activated protein kinase 12","MAPK12"
"P38GAMMA",4988,"mitogen-activated protein kinase 12","MAPK12"
"PRKM12",4988,"mitogen-activated protein kinase 12","MAPK12"
"SAPK-3",4988,"mitogen-activated protein kinase 12","MAPK12"
"SAPK3",4988,"mitogen-activated protein kinase 12","MAPK12"
"MAPK12",4988,"mitogen-activated protein kinase 12","MAPK12"
"CMT4B3",4993,"SET binding factor 1","SBF1"
"DENND7A",4993,"SET binding factor 1","SBF1"
"MTMR5",4993,"SET binding factor 1","SBF1"
"SBF1",4993,"SET binding factor 1","SBF1"
"D22S675",5173,"solute carrier family 5 member 1","SLC5A1"
"NAGT",5173,"solute carrier family 5 member 1","SLC5A1"
"SGLT1",5173,"solute carrier family 5 member 1","SLC5A1"
"SLC5A1",5173,"solute carrier family 5 member 1","SLC5A1"
"SMTN",5175,"smoothelin","SMTN"
"DJ90G24.4",5177,"solute carrier family 5 member 4","SLC5A4"
"SAAT1",5177,"solute carrier family 5 member 4","SLC5A4"
"SGLT3",5177,"solute carrier family 5 member 4","SLC5A4"
"SLC5A4",5177,"solute carrier family 5 member 4","SLC5A4"
"CAT-4",5193,"solute carrier family 7 member 4","SLC7A4"
"CAT4",5193,"solute carrier family 7 member 4","SLC7A4"
"HCAT3",5193,"solute carrier family 7 member 4","SLC7A4"
"VH",5193,"solute carrier family 7 member 4","SLC7A4"
"SLC7A4",5193,"solute carrier family 7 member 4","SLC7A4"
"CMS23",5222,"solute carrier family 25 member 1","SLC25A1"
"CTP",5222,"solute carrier family 25 member 1","SLC25A1"
"D2L2AD",5222,"solute carrier family 25 member 1","SLC25A1"
"SEA",5222,"solute carrier family 25 member 1","SLC25A1"
"SLC20A3",5222,"solute carrier family 25 member 1","SLC25A1"
"SLC25A1",5222,"solute carrier family 25 member 1","SLC25A1"
"BAF47",5239,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1","SMARCB1"
"CSS3",5239,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1","SMARCB1"
"INI1",5239,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1","SMARCB1"
"MRD15",5239,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1","SMARCB1"
"PPP1R144",5239,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1","SMARCB1"
"RDT",5239,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1","SMARCB1"
"RTPS1",5239,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1","SMARCB1"
"SNF5",5239,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1","SMARCB1"
"SNF5L1",5239,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1","SMARCB1"
"SWNTS1",5239,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1","SMARCB1"
"Sfh1p",5239,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1","SMARCB1"
"Snr1",5239,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1","SMARCB1"
"hSNFS",5239,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1","SMARCB1"
"SMARCB1",5239,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1","SMARCB1"
"SMD3",5273,"small nuclear ribonucleoprotein D3 polypeptide","SNRPD3"
"Sm-D3",5273,"small nuclear ribonucleoprotein D3 polypeptide","SNRPD3"
"SNRPD3",5273,"small nuclear ribonucleoprotein D3 polypeptide","SNRPD3"
"DOM",5301,"SRY-box transcription factor 10","SOX10"
"PCWH",5301,"SRY-box transcription factor 10","SOX10"
"WS2E",5301,"SRY-box transcription factor 10","SOX10"
"WS4",5301,"SRY-box transcription factor 10","SOX10"
"WS4C",5301,"SRY-box transcription factor 10","SOX10"
"SOX10",5301,"SRY-box transcription factor 10","SOX10"
"SREBP-2",5351,"sterol regulatory element binding transcription factor 2","SREBF2"
"SREBP2",5351,"sterol regulatory element binding transcription factor 2","SREBF2"
"bHLHd2",5351,"sterol regulatory element binding transcription factor 2","SREBF2"
"SREBF2",5351,"sterol regulatory element binding transcription factor 2","SREBF2"
"SS-3-R",5379,"somatostatin receptor 3","SSTR3"
"SS3-R",5379,"somatostatin receptor 3","SSTR3"
"SS3R",5379,"somatostatin receptor 3","SSTR3"
"SSR-28",5379,"somatostatin receptor 3","SSTR3"
"SSTR3",5379,"somatostatin receptor 3","SSTR3"
"AAG2",5391,"ST13 Hsp70 interacting protein","ST13"
"FAM10A1",5391,"ST13 Hsp70 interacting protein","ST13"
"FAM10A4",5391,"ST13 Hsp70 interacting protein","ST13"
"HIP",5391,"ST13 Hsp70 interacting protein","ST13"
"HOP",5391,"ST13 Hsp70 interacting protein","ST13"
"HSPABP",5391,"ST13 Hsp70 interacting protein","ST13"
"HSPABP1",5391,"ST13 Hsp70 interacting protein","ST13"
"P48",5391,"ST13 Hsp70 interacting protein","ST13"
"PRO0786",5391,"ST13 Hsp70 interacting protein","ST13"
"SNC6",5391,"ST13 Hsp70 interacting protein","ST13"
"ST13",5391,"ST13 Hsp70 interacting protein","ST13"
"CAFS",5499,"T-box transcription factor 1","TBX1"
"CATCH22",5499,"T-box transcription factor 1","TBX1"
"CTHM",5499,"T-box transcription factor 1","TBX1"
"DGCR",5499,"T-box transcription factor 1","TBX1"
"DGS",5499,"T-box transcription factor 1","TBX1"
"DORV",5499,"T-box transcription factor 1","TBX1"
"TBX1C",5499,"T-box transcription factor 1","TBX1"
"TGA",5499,"T-box transcription factor 1","TBX1"
"VCF",5499,"T-box transcription factor 1","TBX1"
"VCFS",5499,"T-box transcription factor 1","TBX1"
"TBX1",5499,"T-box transcription factor 1","TBX1"
"TBX14",5512,"T-box transcription factor 15","TBX15"
"TBX15",5512,"T-box transcription factor 15","TBX15"
"AR1",5537,"transcription factor 20","TCF20"
"DDVIBA",5537,"transcription factor 20","TCF20"
"SPBP",5537,"transcription factor 20","TCF20"
"TCF-20",5537,"transcription factor 20","TCF20"
"TCF20",5537,"transcription factor 20","TCF20"
"D22S676",5543,"transcobalamin 2","TCN2"
"D22S750",5543,"transcobalamin 2","TCN2"
"II",5543,"transcobalamin 2","TCN2"
"TC",5543,"transcobalamin 2","TCN2"
"TC II",5543,"transcobalamin 2","TCN2"
"TC-2",5543,"transcobalamin 2","TCN2"
"TC2",5543,"transcobalamin 2","TCN2"
"TCII",5543,"transcobalamin 2","TCN2"
"TCN2",5543,"transcobalamin 2","TCN2"
"TEF",5597,"TEF transcription factor, PAR bZIP family member","TEF"
"HSMRK222",5662,"TIMP metallopeptidase inhibitor 3","TIMP3"
"K222",5662,"TIMP metallopeptidase inhibitor 3","TIMP3"
"K222TA2",5662,"TIMP metallopeptidase inhibitor 3","TIMP3"
"SFD",5662,"TIMP metallopeptidase inhibitor 3","TIMP3"
"TIMP3",5662,"TIMP metallopeptidase inhibitor 3","TIMP3"
"AWAL",5705,"claudin 5","CLDN5"
"BEC1",5705,"claudin 5","CLDN5"
"CPETRL1",5705,"claudin 5","CLDN5"
"TMDVCF",5705,"claudin 5","CLDN5"
"TMVCF",5705,"claudin 5","CLDN5"
"CLDN5",5705,"claudin 5","CLDN5"
"RDS",5824,"thiosulfate sulfurtransferase","TST"
"TST",5824,"thiosulfate sulfurtransferase","TST"
"DGCR1",5845,"histone cell cycle regulator","HIRA"
"TUP1",5845,"histone cell cycle regulator","HIRA"
"TUPLE1",5845,"histone cell cycle regulator","HIRA"
"HIRA",5845,"histone cell cycle regulator","HIRA"
"FP793",5861,"U2 small nuclear RNA auxiliary factor 1","U2AF1"
"RN",5861,"U2 small nuclear RNA auxiliary factor 1","U2AF1"
"RNU2AF1",5861,"U2 small nuclear RNA auxiliary factor 1","U2AF1"
"U2AF35",5861,"U2 small nuclear RNA auxiliary factor 1","U2AF1"
"U2AFBP",5861,"U2 small nuclear RNA auxiliary factor 1","U2AF1"
"U2AF1",5861,"U2 small nuclear RNA auxiliary factor 1","U2AF1"
"E2-F1",5882,"ubiquitin conjugating enzyme E2 L3","UBE2L3"
"L-UBC",5882,"ubiquitin conjugating enzyme E2 L3","UBE2L3"
"UBCH7",5882,"ubiquitin conjugating enzyme E2 L3","UBE2L3"
"UbcM4",5882,"ubiquitin conjugating enzyme E2 L3","UBE2L3"
"UBE2L3",5882,"ubiquitin conjugating enzyme E2 L3","UBE2L3"
"UP3A",5922,"uroplakin 3A","UPK3A"
"UPIII",5922,"uroplakin 3A","UPK3A"
"UPIIIA",5922,"uroplakin 3A","UPK3A"
"UPK3",5922,"uroplakin 3A","UPK3A"
"UPK3A",5922,"uroplakin 3A","UPK3A"
"CD179a",5969,"V-set pre-B cell surrogate light chain 1","VPREB1"
"IGI",5969,"V-set pre-B cell surrogate light chain 1","VPREB1"
"IGVPB",5969,"V-set pre-B cell surrogate light chain 1","VPREB1"
"VPREB",5969,"V-set pre-B cell surrogate light chain 1","VPREB1"
"VPREB1",5969,"V-set pre-B cell surrogate light chain 1","VPREB1"
"F8VWFL",5977,"von Willebrand factor pseudogene 1","VWFP1"
"F8VWFP",5977,"von Willebrand factor pseudogene 1","VWFP1"
"VWFP",5977,"von Willebrand factor pseudogene 1","VWFP1"
"VWFP1",5977,"von Willebrand factor pseudogene 1","VWFP1"
"WNT7B",5998,"Wnt family member 7B","WNT7B"
"TREB-5",6011,"X-box binding protein 1","XBP1"
"TREB5",6011,"X-box binding protein 1","XBP1"
"XBP-1",6011,"X-box binding protein 1","XBP1"
"XBP2",6011,"X-box binding protein 1","XBP1"
"XBP1",6011,"X-box binding protein 1","XBP1"
"XBP",6012,"X-box binding protein 1 pseudogene 1","XBP1P1"
"XBP1",6012,"X-box binding protein 1 pseudogene 1","XBP1P1"
"XBPP1",6012,"X-box binding protein 1 pseudogene 1","XBP1P1"
"XBP1P1",6012,"X-box binding protein 1 pseudogene 1","XBP1P1"
"D22S670",6033,"YES1 pseudogene 1","YES1P1"
"SYR",6033,"YES1 pseudogene 1","YES1P1"
"YES2",6033,"YES1 pseudogene 1","YES1P1"
"YESP",6033,"YES1 pseudogene 1","YES1P1"
"YES1P1",6033,"YES1 pseudogene 1","YES1P1"
"YWHA1",6038,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta","YWHAH"
"YWHAH",6038,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta","YWHAH"
"KOX8",6060,"zinc finger protein 708","ZNF708"
"ZNF15",6060,"zinc finger protein 708","ZNF708"
"ZNF15L1",6060,"zinc finger protein 708","ZNF708"
"ZNF708",6060,"zinc finger protein 708","ZNF708"
"Cos17",6090,"zinc finger protein 70","ZNF70"
"ZNF70",6090,"zinc finger protein 70","ZNF70"
"COS52",6091,"zinc finger protein 74","ZNF74"
"ZFP520",6091,"zinc finger protein 74","ZNF74"
"ZNF520",6091,"zinc finger protein 74","ZNF74"
"hZNF7",6091,"zinc finger protein 74","ZNF74"
"ZNF74",6091,"zinc finger protein 74","ZNF74"
"HCFP1",6221,"Moebius syndrome 2","MBS2"
"MBS2",6221,"Moebius syndrome 2","MBS2"
"D10S105E",6301,"solute carrier family 25 member 16","SLC25A16"
"GDA",6301,"solute carrier family 25 member 16","SLC25A16"
"GDC",6301,"solute carrier family 25 member 16","SLC25A16"
"HGT.1",6301,"solute carrier family 25 member 16","SLC25A16"
"ML7",6301,"solute carrier family 25 member 16","SLC25A16"
"hML7",6301,"solute carrier family 25 member 16","SLC25A16"
"SLC25A16",6301,"solute carrier family 25 member 16","SLC25A16"
"DGCR6",6389,"DiGeorge syndrome critical region gene 6","DGCR6"
"BTBD29",6391,"leucine zipper like transcription regulator 1","LZTR1"
"LZTR-1",6391,"leucine zipper like transcription regulator 1","LZTR1"
"NS10",6391,"leucine zipper like transcription regulator 1","LZTR1"
"NS2",6391,"leucine zipper like transcription regulator 1","LZTR1"
"SWNTS2",6391,"leucine zipper like transcription regulator 1","LZTR1"
"LZTR1",6391,"leucine zipper like transcription regulator 1","LZTR1"
"CHC22",6393,"clathrin heavy chain like 1","CLTCL1"
"CLH22",6393,"clathrin heavy chain like 1","CLTCL1"
"CLTCL",6393,"clathrin heavy chain like 1","CLTCL1"
"CLTD",6393,"clathrin heavy chain like 1","CLTCL1"
"CLTCL1",6393,"clathrin heavy chain like 1","CLTCL1"
"SYN3",6396,"synapsin III","SYN3"
"CDC45L",6443,"cell division cycle 45","CDC45"
"CDC45L2",6443,"cell division cycle 45","CDC45"
"MGORS7",6443,"cell division cycle 45","CDC45"
"PORC-PI-1",6443,"cell division cycle 45","CDC45"
"CDC45",6443,"cell division cycle 45","CDC45"
"CaI-PLA2",6512,"phospholipase A2 group VI","PLA2G6"
"GVI",6512,"phospholipase A2 group VI","PLA2G6"
"INAD1",6512,"phospholipase A2 group VI","PLA2G6"
"IPLA2-VIA",6512,"phospholipase A2 group VI","PLA2G6"
"NBIA2",6512,"phospholipase A2 group VI","PLA2G6"
"NBIA2A",6512,"phospholipase A2 group VI","PLA2G6"
"NBIA2B",6512,"phospholipase A2 group VI","PLA2G6"
"PARK14",6512,"phospholipase A2 group VI","PLA2G6"
"PLA2",6512,"phospholipase A2 group VI","PLA2G6"
"PNPLA9",6512,"phospholipase A2 group VI","PLA2G6"
"iPLA2",6512,"phospholipase A2 group VI","PLA2G6"
"iPLA2beta",6512,"phospholipase A2 group VI","PLA2G6"
"PLA2G6",6512,"phospholipase A2 group VI","PLA2G6"
"OGC",6516,"solute carrier family 25 member 11","SLC25A11"
"PGL6",6516,"solute carrier family 25 member 11","SLC25A11"
"SLC20A4",6516,"solute carrier family 25 member 11","SLC25A11"
"SLC25A11",6516,"solute carrier family 25 member 11","SLC25A11"
"TANGO13B",6561,"tyrosylprotein sulfotransferase 2","TPST2"
"TPST-2",6561,"tyrosylprotein sulfotransferase 2","TPST2"
"TPST2",6561,"tyrosylprotein sulfotransferase 2","TPST2"
"GALR3",6579,"galanin receptor 3","GALR3"
"RPL3P",6581,"ribosomal protein L3 pseudogene 1","RPL3P1"
"RPL3_8_1731",6581,"ribosomal protein L3 pseudogene 1","RPL3P1"
"RPL3P1",6581,"ribosomal protein L3 pseudogene 1","RPL3P1"
"NIPSNAP1",6600,"nipsnap homolog 1","NIPSNAP1"
"COLEC3P",6604,"mannose binding lectin 1, pseudogene","MBL1P"
"MBL1P1",6604,"mannose binding lectin 1, pseudogene","MBL1P"
"MBL1P",6604,"mannose binding lectin 1, pseudogene","MBL1P"
